Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Mozambique,2008,2008-01-09,3000,Weather related,Wildfire,Wildfire
Mozambique,2008,2008-08-03,55000,Weather related,Storm,Storm
Mozambique,2008,2008-08-28,85000,Weather related,Flood,Flood
Malaysia,2008,2008-12-06,4000,Geophysical,Mass Movement,Dry mass movement
Niger,2008,2008-07-01,4300,Weather related,Flood,Flood
Nicaragua,2008,2008-05-29,1390,Weather related,Storm,Storm
Nicaragua,2008,2008-11-26,1500,Weather related,Flood,Flood
Nicaragua,2008,2008-09-24,3000,Weather related,Flood,Flood
Nicaragua,2008,2008-10-18,13000,Weather related,Flood,Flood
Nepal,2008,2008-07-01,70000,Weather related,Flood,Flood
Nepal,2008,2008-09-22,180000,Weather related,Flood,Flood
Pakistan,2008,2008-09-08,200,Weather related,Flood,Flood
Pakistan,2008,2008-10-29,7000,Geophysical,Earthquake,Earthquake
Pakistan,2008,2008-02-08,82000,Weather related,Flood,Flood
Peru,2008,2008-04-02,45000,Weather related,Flood,Flood
Philippines,2008,2008-07-28,444,Weather related,Storm,Storm
Philippines,2008,2008-06-11,1185,Weather related,Storm,Storm
Philippines,2008,2008-07-18,3080,Weather related,Storm,Storm
Philippines,2008,2008-08-22,3530,Weather related,Storm,Storm
Philippines,2008,2008-09-22,5215,Weather related,Storm,Storm
Philippines,2008,2008-06-09,12124,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2008,2008-11-21,30000,Weather related,Flood,Flood
Philippines,2008,2008-04-09,350000,Weather related,Flood,Flood
Philippines,2008,2008-01-01,2039155,Weather related,Storm,Storm
Papua New Guinea,2008,2008-08-12,75000,Weather related,Flood,Flood
Portugal,2008,2008-02-18,38,Weather related,Flood,Flood
Paraguay,2008,2008-07-08,60,Weather related,Storm,Storm
Romania,2008,2008-08-01,10520,Weather related,Flood,Flood
Rwanda,2008,2008-01-10,5000,Weather related,Flood,Flood
Sudan,2008,2008-11-24,7500,Weather related,Flood,Flood
Sudan,2008,2008-08-01,39000,Weather related,Flood,Flood
El Salvador,2008,2008-10-16,95,Weather related,Flood,Flood
Somalia,2008,2008-03-11,12000,Weather related,Flood,Flood
Chad,2008,2008-07-20,10000,Weather related,Flood,Flood
Togo,2008,2008-01-07,2000,Weather related,Flood,Flood
Thailand,2008,2008-02-05,1000,Weather related,Storm,Storm
Thailand,2008,2008-11-09,1680,Weather related,Flood,Flood
Thailand,2008,2008-11-20,200000,Weather related,Flood,Flood
Türkiye,2008,2008-01-08,300,Weather related,Wildfire,Wildfire
Tanzania,2008,2008-10-01,442,Weather related,Flood,Flood
Tanzania,2008,2008-03-17,2000,Weather related,Flood,Flood
Uganda,2008,2008-11-17,15000,Weather related,Flood,Flood
Ukraine,2008,2008-07-26,25000,Weather related,Flood,Flood
United States,2008,2008-06-20,300,Weather related,Wildfire,Wildfire
United States,2008,2008-12-26,473,Weather related,Flood,Flood
United States,2008,2008-06-01,11000,Weather related,Flood,Flood
United States,2008,2008-12-09,20000,Weather related,Storm,Storm
United States,2008,2008-04-01,38000,Weather related,Storm,Storm
United States,2008,2008-11-13,50000,Weather related,Wildfire,Wildfire
United States,2008,2008-01-09,1900000,Weather related,Storm,Storm
"Venezuela, RB",2008,2008-11-20,4695,Weather related,Flood,Flood
Vietnam,2008,2008-11-17,235,Weather related,Storm,Storm
Vietnam,2008,2008-09-30,820,Weather related,Storm,Storm
Bangladesh,2009,2009-01-01,500000,Weather related,Flood,Flood
Bangladesh,2009,2009-01-01,842000,Weather related,Storm,Storm
Philippines,2009,2009-01-01,200000,Weather related,Storm,Storm
Philippines,2009,2009-01-01,500000,Weather related,Storm,Storm
Philippines,2009,2009-01-01,561242,Weather related,Storm,Storm
Papua New Guinea,2009,2009-01-01,1000,Weather related,Mass Movement,Landslide/Wet mass movement
Saudi Arabia,2009,2009-01-01,10000,Weather related,Flood,Flood
Sudan,2009,2009-01-01,80000,Weather related,Flood,Flood
Senegal,2009,2009-01-01,264000,Weather related,Flood,Flood
Nigeria,2010,2010-01-01,560000,Weather related,Flood,Flood
Nicaragua,2010,2010-01-01,13000,Weather related,Flood,Flood
Nicaragua,2010,2010-01-01,48000,Weather related,Flood,Flood
New Zealand,2010,2010-01-01,250,Geophysical,Earthquake,Earthquake
Brazil,2011,2011-01-01,100000,Weather related,Flood,Flood
Bhutan,2011,2011-01-01,20000,Geophysical,Earthquake,Earthquake
Dominican Republic,2011,2011-01-01,5900,Weather related,Storm,Storm
Dominican Republic,2011,2011-01-01,7000,Weather related,Storm,Storm
Cambodia,2011,2011-01-01,214000,Weather related,Flood,Flood
"Korea, Rep.",2011,2011-01-01,2000,Weather related,Mass Movement,Landslide/Wet mass movement
"Korea, Rep.",2011,2011-01-01,3540,Weather related,Flood,Flood
Sri Lanka,2011,2011-01-01,107,Weather related,Flood,Flood
Sri Lanka,2011,2011-01-01,1723,Weather related,Storm,Storm
Sri Lanka,2011,2011-01-01,320408,Weather related,Flood,Flood
Sri Lanka,2011,2011-01-01,362646,Weather related,Flood,Flood
New Zealand,2011,2011-01-01,300,Geophysical,Earthquake,Earthquake
New Zealand,2011,2011-01-01,2000,Geophysical,Earthquake,Earthquake
Pakistan,2011,2011-01-01,300000,Weather related,Flood,Flood
Philippines,2011,2011-01-01,150952,Weather related,Storm,Storm
Philippines,2011,2011-01-01,168000,Weather related,Storm,Storm
Philippines,2011,2011-01-01,212655,Weather related,Storm,Storm
Philippines,2011,2011-01-01,225694,Weather related,Storm,Storm
Philippines,2011,2011-01-01,227446,Weather related,Storm,Storm
Philippines,2011,2011-01-01,441037,Weather related,Storm,Storm
Philippines,2011,2011-01-01,672131,Weather related,Flood,Flood
Afghanistan,2012,2012-01-01,12589,Weather related,Flood,Flood
Angola,2012,2012-01-01,80,Weather related,Flood,Flood
Angola,2012,2012-01-01,6281,Weather related,Flood,Flood
Argentina,2012,2012-01-01,2000,Weather related,Storm,Storm
Australia,2012,2012-01-01,3000,Weather related,Flood,Flood
Australia,2012,2012-01-01,13000,Weather related,Flood,Flood
Azerbaijan,2012,2012-01-01,36000,Geophysical,Earthquake,Earthquake
Benin,2012,2012-01-01,10292,Weather related,Flood,Flood
Bangladesh,2012,2012-01-01,50788,Weather related,Storm,Storm
Bangladesh,2012,2012-01-01,600000,Weather related,Flood,Flood
Bulgaria,2012,2012-01-01,2100,Weather related,Flood,Flood
Bolivia,2012,2012-01-01,9000,Weather related,Flood,Flood
Brazil,2012,2012-01-01,35000,Weather related,Mass Movement,Landslide/Wet mass movement
Central African Republic,2012,2012-01-01,1920,Weather related,Storm,Storm
Central African Republic,2012,2012-01-01,1950,Weather related,Storm,Storm
Central African Republic,2012,2012-01-01,13700,Weather related,Flood,Flood
Chile,2012,2012-01-01,300,Weather related,Flood,Flood
Chile,2012,2012-01-01,7000,Geophysical,Earthquake,Earthquake
China,2012,2012-01-01,900,Weather related,Storm,Storm
China,2012,2012-01-01,22000,Geophysical,Earthquake,Earthquake
China,2012,2012-01-01,48000,Geophysical,Earthquake,Earthquake
China,2012,2012-01-01,136000,Weather related,Storm,Storm
China,2012,2012-01-01,185000,Geophysical,Earthquake,Earthquake
China,2012,2012-01-01,443000,Weather related,Storm,Storm
China,2012,2012-01-01,530000,Weather related,Storm,Storm
China,2012,2012-01-01,867000,Weather related,Storm,Storm
China,2012,2012-01-01,1419900,Weather related,Storm,Storm
China,2012,2012-01-01,2079000,Weather related,Storm,Storm
Cameroon,2012,2012-01-01,30000,Weather related,Flood,Flood
Cuba,2012,2012-01-01,8500,Weather related,Storm,Storm
Cuba,2012,2012-01-01,343230,Weather related,Storm,Storm
Dominican Republic,2012,2012-01-01,2225,Weather related,Storm,Storm
Dominican Republic,2012,2012-01-01,11150,Weather related,Flood,Flood
Dominican Republic,2012,2012-01-01,11150,Weather related,Flood,Flood
Dominican Republic,2012,2012-01-01,18858,Weather related,Storm,Storm
Ecuador,2012,2012-01-01,4796,Weather related,Flood,Flood
Spain,2012,2012-01-01,2000,Weather related,Wildfire,Wildfire
Spain,2012,2012-01-01,2000,Weather related,Wildfire,Wildfire
Spain,2012,2012-01-01,4000,Weather related,Wildfire,Wildfire
Spain,2012,2012-01-01,5000,Weather related,Wildfire,Wildfire
Spain,2012,2012-01-01,9000,Weather related,Flood,Flood
Ethiopia,2012,2012-01-01,20118,Weather related,Flood,Flood
Fiji,2012,2012-01-01,3646,Weather related,Flood,Flood
Fiji,2012,2012-01-01,8416,Weather related,Storm,Storm
Fiji,2012,2012-01-01,15000,Weather related,Flood,Flood
Gabon,2012,2012-01-01,1606,Weather related,Flood,Flood
United Kingdom,2012,2012-01-01,100,Weather related,Flood,Flood
United Kingdom,2012,2012-01-01,100,Weather related,Flood,Flood
United Kingdom,2012,2012-01-01,100,Weather related,Flood,Flood
"Gambia, The",2012,2012-01-01,7745,Weather related,Flood,Flood
Guatemala,2012,2012-01-01,30679,Geophysical,Earthquake,Earthquake
Guatemala,2012,2012-01-01,33000,Geophysical,Volcanic activity,Volcanic activity
Haiti,2012,2012-01-01,7600,Weather related,Flood,Flood
Haiti,2012,2012-01-01,32000,Weather related,Storm,Storm
Haiti,2012,2012-01-01,44800,Weather related,Storm,Storm
Indonesia,2012,2012-01-01,128,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2012,2012-01-01,192,Geophysical,Earthquake,Earthquake
Indonesia,2012,2012-01-01,192,Geophysical,Volcanic activity,Volcanic activity
Indonesia,2012,2012-01-01,2122,Weather related,Storm,Storm
Indonesia,2012,2012-01-01,30000,Weather related,Flood,Flood
Indonesia,2012,2012-01-01,71197,Weather related,Flood,Flood
India,2012,2012-01-01,210000,Weather related,Storm,Storm
India,2012,2012-01-01,2000000,Weather related,Flood,Flood
India,2012,2012-01-01,6900000,Weather related,Flood,Flood
"Iran, Islamic Rep.",2012,2012-01-01,50000,Geophysical,Earthquake,Earthquake
Italy,2012,2012-01-01,800,Weather related,Flood,Flood
Italy,2012,2012-01-01,5000,Geophysical,Earthquake,Earthquake
Italy,2012,2012-01-01,11050,Geophysical,Earthquake,Earthquake
Jamaica,2012,2012-01-01,2000,Weather related,Storm,Storm
Japan,2012,2012-03-01,80,Geophysical,Mass Movement,Dry mass movement
Japan,2012,2012-01-01,58000,Weather related,Flood,Flood
Japan,2012,2012-01-01,250000,Weather related,Flood,Flood
Kazakhstan,2012,2012-01-01,500,Weather related,Extreme Temperature,Cold wave
Kazakhstan,2012,2012-01-01,4613,Weather related,Flood,Flood
Kenya,2012,2012-01-01,912,Weather related,Flood,Flood
Kenya,2012,2012-01-01,96714,Weather related,Flood,Flood
Sri Lanka,2012,2012-01-01,2320,Weather related,Flood,Flood
Sri Lanka,2012,2012-12-01,56772,Weather related,Flood,Flood
Sri Lanka,2012,2012-01-01,70000,Weather related,Flood,Flood
Morocco,2012,2012-01-01,581,Geophysical,Earthquake,Earthquake
Madagascar,2012,2012-01-01,77911,Weather related,Storm,Storm
Madagascar,2012,2012-01-01,190000,Weather related,Storm,Storm
Mexico,2012,2012-01-01,2500,Weather related,Storm,Storm
Mexico,2012,2012-01-01,4000,Geophysical,Earthquake,Earthquake
Mali,2012,2012-01-01,9000,Weather related,Flood,Flood
Myanmar,2012,2012-01-01,25840,Geophysical,Earthquake,Earthquake
Myanmar,2012,2012-01-01,48000,Weather related,Flood,Flood
Montenegro,2012,2012-01-01,800,Weather related,Flood,Flood
Nigeria,2012,2012-01-01,3871063,Weather related,Flood,Flood
Nepal,2012,2012-01-01,600,Weather related,Flood,Flood
New Zealand,2012,2012-01-01,450,Weather related,Storm,Storm
Pakistan,2012,2012-01-01,1856570,Weather related,Flood,Flood
Panama,2012,2012-01-01,1400,Weather related,Flood,Flood
Panama,2012,2012-01-01,2000,Weather related,Flood,Flood
Peru,2012,2012-01-01,31,Weather related,Flood,Flood
Peru,2012,2012-01-01,135,Weather related,Flood,Flood
Peru,2012,2012-01-01,405,Weather related,Flood,Flood
Peru,2012,2012-01-01,1576,Weather related,Flood,Flood
Peru,2012,2012-01-01,13332,Geophysical,Earthquake,Earthquake
Peru,2012,2012-01-01,30050,Weather related,Flood,Flood
Peru,2012,2012-01-01,138422,Weather related,Flood,Flood
Philippines,2012,2012-01-01,54805,Weather related,Storm,Storm
Philippines,2012,2012-01-01,59993,Weather related,Storm,Storm
Philippines,2012,2012-01-01,71428,Weather related,Storm,Storm
Philippines,2012,2012-01-01,187320,Geophysical,Earthquake,Earthquake
Philippines,2012,2012-01-01,1553080,Weather related,Flood,Flood
Philippines,2012,2012-01-01,1931970,Weather related,Storm,Storm
Palau,2012,2012-01-01,151,Weather related,Storm,Storm
West Bank and Gaza,2012,2012-01-01,1200,Weather related,Flood,Flood
Russian Federation,2012,2012-01-01,60,Weather related,Flood,Flood
Russian Federation,2012,2012-01-01,266,Weather related,Flood,Flood
Russian Federation,2012,2012-01-01,1226,Weather related,Wildfire,Wildfire
Russian Federation,2012,2012-01-01,1500,Weather related,Flood,Flood
Russian Federation,2012,2012-01-01,2831,Weather related,Flood,Flood
Russian Federation,2012,2012-01-01,25992,Weather related,Flood,Flood
Rwanda,2012,2012-01-01,3225,Weather related,Flood,Flood
Sudan,2012,2012-01-01,84000,Weather related,Flood,Flood
Senegal,2012,2012-01-01,20000,Weather related,Flood,Flood
Solomon Islands,2012,2012-01-01,47,Weather related,Flood,Flood
Solomon Islands,2012,2012-01-01,1000,Weather related,Storm,Storm
Somalia,2012,2012-01-01,28000,Weather related,Storm,Storm
South Sudan,2012,2012-01-01,340000,Weather related,Flood,Flood
Chad,2012,2012-01-01,500000,Weather related,Flood,Flood
Thailand,2012,2012-01-01,400,Weather related,Storm,Storm
Thailand,2012,2012-01-01,3000,Weather related,Flood,Flood
Tajikistan,2012,2012-01-01,390,Weather related,Flood,Flood
Tajikistan,2012,2012-01-01,6000,Geophysical,Earthquake,Earthquake
Tonga,2012,2012-01-01,400,Weather related,Storm,Storm
"Taiwan, China",2012,2012-01-01,6000,Weather related,Storm,Storm
Tanzania,2012,2012-01-01,10000,Weather related,Flood,Flood
Uganda,2012,2012-01-01,216,Weather related,Flood,Flood
United States,2012,2012-01-01,8,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2012,2012-01-01,18,Weather related,Storm,Storm
United States,2012,2012-01-01,30,Weather related,Flood,Flood
United States,2012,2012-01-01,33,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,75,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,115,Weather related,Storm,Storm
United States,2012,2012-01-01,120,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,145,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,177,Weather related,Flood,Flood
United States,2012,2012-01-01,500,Weather related,Flood,Flood
United States,2012,2012-01-01,1350,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,3000,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,20000,Weather related,Storm,Storm
United States,2012,2012-01-01,39600,Weather related,Wildfire,Wildfire
United States,2012,2012-01-01,60000,Weather related,Storm,Storm
United States,2012,2012-01-01,775761,Weather related,Storm,Storm
"Venezuela, RB",2012,2012-01-01,1000,Weather related,Flood,Flood
Vietnam,2012,2012-01-01,15000,Weather related,Storm,Storm
Vanuatu,2012,2012-01-01,700,Weather related,Storm,Storm
Samoa,2012,2012-01-01,7739,Weather related,Storm,Storm
South Africa,2012,2012-01-01,2000,Weather related,Storm,Storm
Afghanistan,2013,2013-04-15,270,Weather related,Flood,Flood
Afghanistan,2013,2013-11-24,391,Weather related,Mass Movement,Landslide/Wet mass movement
Afghanistan,2013,2013-03-01,749,Weather related,Flood,Flood
Afghanistan,2013,2013-08-03,4880,Weather related,Flood,Flood
Afghanistan,2013,2013-02-01,8880,Weather related,Flood,Flood
Angola,2013,2013-03-20,2450,Weather related,Flood,Flood
Albania,2013,2013-09-30,2,Weather related,Flood,Flood
Albania,2013,2013-01-22,3,Weather related,Mass Movement,Landslide/Wet mass movement
Albania,2013,2013-01-17,6,Weather related,Flood,Flood
Albania,2013,2013-02-06,9,Weather related,Flood,Flood
Albania,2013,2013-01-19,10,Weather related,Flood,Flood
Albania,2013,2013-03-14,52,Weather related,Flood,Flood
Albania,2013,2013-03-14,132,Weather related,Flood,Flood
Albania,2013,2013-01-18,240,Weather related,Flood,Flood
Argentina,2013,2013-04-01,300,Weather related,Flood,Flood
Argentina,2013,2013-05-24,600,Geophysical,Volcanic activity,Volcanic activity
Argentina,2013,2013-06-26,3000,Weather related,Flood,Flood
Argentina,2013,2013-04-02,3000,Weather related,Flood,Flood
Australia,2013,2013-03-21,62,Weather related,Storm,Storm
Australia,2013,2013-01-01,132,Weather related,Wildfire,Wildfire
Australia,2013,2013-10-01,540,Weather related,Wildfire,Wildfire
Australia,2013,2013-01-05,3000,Weather related,Wildfire,Wildfire
Australia,2013,2013-03-21,9000,Weather related,Storm,Storm
Austria,2013,2013-06-02,1000,Weather related,Flood,Flood
Benin,2013,2013-01-31,711,Weather related,Wildfire,Wildfire
Benin,2013,2013-12-19,1745,Weather related,Wildfire,Wildfire
Benin,2013,2013-01-06,3000,Weather related,Wildfire,Wildfire
Benin,2013,2013-09-17,10000,Weather related,Flood,Flood
Burkina Faso,2013,2013-08-01,1763,Weather related,Flood,Flood
Bangladesh,2013,2013-07-01,8400,Weather related,Flood,Flood
Bangladesh,2013,2013-06-01,14280,Weather related,Flood,Flood
Bangladesh,2013,2013-03-23,37149,Weather related,Storm,Storm
Bangladesh,2013,2013-05-16,1100000,Weather related,Storm,Storm
Belize,2013,2013-06-18,126,Weather related,Storm,Storm
Bolivia,2013,2013-08-30,2000,Weather related,Extreme Temperature,Cold wave
Bolivia,2013,2013-03-01,2709,Weather related,Flood,Flood
Brazil,2013,2013-01-01,2076,Weather related,Flood,Flood
Brazil,2013,2013-12-07,6600,Weather related,Flood,Flood
Brazil,2013,2013-12-17,12200,Weather related,Flood,Flood
Brazil,2013,2013-12-17,61379,Weather related,Flood,Flood
Botswana,2013,2013-01-15,1241,Weather related,Flood,Flood
Central African Republic,2013,2013-11-09,1712,Weather related,Storm,Storm
Central African Republic,2013,2013-09-03,1875,Weather related,Flood,Flood
Central African Republic,2013,2013-03-04,4024,Weather related,Storm,Storm
Central African Republic,2013,2013-06-08,6854,Weather related,Storm,Storm
Canada,2013,2013-05-09,240,Weather related,Wildfire,Wildfire
Canada,2013,2013-06-20,120000,Weather related,Flood,Flood
Switzerland,2013,2013-06-09,13,Weather related,Flood,Flood
Chile,2013,2013-12-21,200,Weather related,Wildfire,Wildfire
Chile,2013,2013-04-24,1000,Weather related,Wildfire,Wildfire
Chile,2013,2013-05-26,2440,Geophysical,Volcanic activity,Volcanic activity
China,2013,2013-07-09,200,Weather related,Mass Movement,Landslide/Wet mass movement
China,2013,2013-01-11,500,Geophysical,Mass Movement,Dry mass movement
China,2013,2013-12-16,2000,Geophysical,Earthquake,Earthquake
China,2013,2013-08-30,9000,Geophysical,Earthquake,Earthquake
China,2013,2013-04-17,11300,Geophysical,Earthquake,Earthquake
China,2013,2013-04-30,17200,Weather related,Flood,Flood
China,2013,2013-05-26,19000,Weather related,Flood,Flood
China,2013,2013-03-03,21000,Geophysical,Earthquake,Earthquake
China,2013,2013-11-22,45000,Geophysical,Earthquake,Earthquake
China,2013,2013-12-15,150000,Weather related,Storm,Storm
China,2013,2013-11-11,181000,Weather related,Storm,Storm
China,2013,2013-08-22,189800,Weather related,Storm,Storm
China,2013,2013-07-22,226700,Geophysical,Earthquake,Earthquake
China,2013,2013-07-30,354000,Weather related,Flood,Flood
China,2013,2013-07-13,500000,Weather related,Storm,Storm
China,2013,2013-08-15,513000,Weather related,Storm,Storm
China,2013,2013-09-22,586743,Weather related,Storm,Storm
China,2013,2013-04-20,694800,Geophysical,Earthquake,Earthquake
China,2013,2013-10-07,826000,Weather related,Storm,Storm
China,2013,2013-06-01,1576900,Weather related,Flood,Flood
Côte d'Ivoire,2013,2013-12-01,78,Weather related,Flood,Flood
Cameroon,2013,2013-09-17,10000,Weather related,Flood,Flood
"Congo, Dem. Rep.",2013,2013-04-15,106,Weather related,Flood,Flood
"Congo, Dem. Rep.",2013,2013-01-30,710,Weather related,Flood,Flood
"Congo, Dem. Rep.",2013,2013-08-09,1000,Weather related,Flood,Flood
"Congo, Dem. Rep.",2013,2013-01-01,2000,Weather related,Flood,Flood
Colombia,2013,2013-11-03,3,Weather related,Flood,Flood
Colombia,2013,2013-09-14,3,Weather related,Storm,Storm
Colombia,2013,2013-07-02,3,Weather related,Flood,Flood
Colombia,2013,2013-06-04,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-27,3,Weather related,Storm,Storm
Colombia,2013,2013-10-30,3,Weather related,Storm,Storm
Colombia,2013,2013-06-18,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-29,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-12-20,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-07-13,3,Weather related,Flood,Flood
Colombia,2013,2013-05-23,3,Weather related,Flood,Flood
Colombia,2013,2013-12-05,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-26,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-15,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-03,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-09-02,3,Weather related,Storm,Storm
Colombia,2013,2013-08-16,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-07-18,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-07-17,3,Weather related,Flood,Flood
Colombia,2013,2013-07-03,3,Weather related,Wildfire,Wildfire
Colombia,2013,2013-05-27,3,Weather related,Storm,Storm
Colombia,2013,2013-05-21,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-06,3,Weather related,Flood,Flood
Colombia,2013,2013-04-13,3,Weather related,Storm,Storm
Colombia,2013,2013-04-05,3,Weather related,Storm,Storm
Colombia,2013,2013-04-02,3,Weather related,Storm,Storm
Colombia,2013,2013-04-01,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-03-21,3,Weather related,Flood,Flood
Colombia,2013,2013-11-18,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-09-06,3,Weather related,Storm,Storm
Colombia,2013,2013-07-16,3,Weather related,Storm,Storm
Colombia,2013,2013-11-19,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-08,3,Weather related,Storm,Storm
Colombia,2013,2013-06-12,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-26,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-22,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-12,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-08-07,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-12-23,3,Weather related,Flood,Flood
Colombia,2013,2013-07-09,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-12-26,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-08,3,Weather related,Storm,Storm
Colombia,2013,2013-09-24,3,Weather related,Storm,Storm
Colombia,2013,2013-05-08,3,Weather related,Flood,Flood
Colombia,2013,2013-05-24,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-04-23,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-08-19,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-08-25,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-08-11,3,Weather related,Flood,Flood
Colombia,2013,2013-06-30,3,Weather related,Flood,Flood
Colombia,2013,2013-08-30,3,Weather related,Flood,Flood
Colombia,2013,2013-09-06,3,Weather related,Storm,Storm
Colombia,2013,2013-05-23,3,Weather related,Flood,Flood
Colombia,2013,2013-06-18,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-09-02,3,Weather related,Storm,Storm
Colombia,2013,2013-11-26,3,Weather related,Flood,Flood
Colombia,2013,2013-07-17,3,Weather related,Wildfire,Wildfire
Colombia,2013,2013-02-12,3,Weather related,Flood,Flood
Colombia,2013,2013-07-26,3,Weather related,Storm,Storm
Colombia,2013,2013-04-26,3,Weather related,Storm,Storm
Colombia,2013,2013-03-25,3,Weather related,Storm,Storm
Colombia,2013,2013-04-17,3,Weather related,Storm,Storm
Colombia,2013,2013-07-19,3,Weather related,Flood,Flood
Colombia,2013,2013-03-17,3,Weather related,Flood,Flood
Colombia,2013,2013-02-17,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-05,3,Weather related,Flood,Flood
Colombia,2013,2013-12-23,3,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-04,3,Weather related,Flood,Flood
Colombia,2013,2013-10-24,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-06-30,7,Weather related,Storm,Storm
Colombia,2013,2013-05-05,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-12-03,7,Weather related,Flood,Flood
Colombia,2013,2013-09-08,7,Weather related,Storm,Storm
Colombia,2013,2013-03-15,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-02-24,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-12-08,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-02-01,7,Weather related,Storm,Storm
Colombia,2013,2013-02-09,7,Weather related,Flood,Flood
Colombia,2013,2013-07-19,7,Weather related,Storm,Storm
Colombia,2013,2013-03-20,7,Weather related,Flood,Flood
Colombia,2013,2013-04-28,7,Weather related,Storm,Storm
Colombia,2013,2013-11-25,7,Weather related,Flood,Flood
Colombia,2013,2013-04-16,7,Weather related,Flood,Flood
Colombia,2013,2013-07-26,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-06-02,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-09-28,7,Weather related,Storm,Storm
Colombia,2013,2013-03-17,7,Weather related,Flood,Flood
Colombia,2013,2013-07-13,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-08-29,7,Weather related,Flood,Flood
Colombia,2013,2013-09-19,7,Weather related,Storm,Storm
Colombia,2013,2013-02-13,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-04-26,7,Weather related,Flood,Flood
Colombia,2013,2013-10-05,7,Weather related,Flood,Flood
Colombia,2013,2013-08-17,7,Weather related,Storm,Storm
Colombia,2013,2013-10-10,7,Weather related,Storm,Storm
Colombia,2013,2013-05-21,7,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-07,7,Weather related,Flood,Flood
Colombia,2013,2013-08-01,11,Weather related,Storm,Storm
Colombia,2013,2013-05-17,11,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-11-27,11,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-09-06,11,Weather related,Storm,Storm
Colombia,2013,2013-03-21,11,Weather related,Mass Movement,Landslide/Wet mass movement
Colombia,2013,2013-05-31,11,Weather related,Flood,Flood
Colombia,2013,2013-12-09,11,Weather related,Storm,Storm
Colombia,2013,2013-03-05,11,Weather related,Storm,Storm
Colombia,2013,2013-03-21,11,Weather related,Mass Movement,Landslide/Wet mass movement
